target,text,indices,label
space,lots of extra $t$ but the keyboard is ridiculously small .,3,1
keyboard,lots of extra space but the $t$ is ridiculously small .,6,-1
battery,it ' s so bad that i ' m thinking i only got half a $t$ or something .,15,-1
keyboard,"good $t$ , long battery life , largest hard drive and windows 7 .",1,1
battery life,"good keyboard , long $t$ , largest hard drive and windows 7 .",4,1
hard drive,"good keyboard , long battery life , largest $t$ and windows 7 .",8,1
windows 7,"good keyboard , long battery life , largest hard drive and $t$ .",11,1
processor,the $t$ is very quick and effective as i load webpages and applications .,1,1
load webpages,the processor is very quick and effective as i $t$ and applications .,9,0
applications,the processor is very quick and effective as i load webpages and $t$ .,12,0
battery,my $t$ went bad about a year and a half after having it and it cost around eighty to a hundred dollars !,1,-1
boot,"it pretty much does everything we could ever need , and looks great to $t$ .",14,1
windows,"as a lifelong $t$ user , i was extremely pleased to make the change to mac .",3,-1
runs,"the macbook is also made better , my computer has never got a virus , and the laptop $t$ just as fast as the first day i bought it .",18,1
openoffice,"i wiped nearly everything off of it , installed $t$ and firefox , and i am operating an incredibly efficient and useful machine for a great price .",9,0
firefox,"i wiped nearly everything off of it , installed openoffice and $t$ , and i am operating an incredibly efficient and useful machine for a great price .",11,0
price,"i wiped nearly everything off of it , installed openoffice and firefox , and i am operating an incredibly efficient and useful machine for a great $t$ .",26,1
quality,"overall i feel this netbook was poor $t$ , had poor performance , although it did have great battery life when it did work .",7,-1
performance,"overall i feel this netbook was poor quality , had poor $t$ , although it did have great battery life when it did work .",11,-1
battery life,"overall i feel this netbook was poor quality , had poor performance , although it did have great $t$ when it did work .",18,1
use,"i picked it out because it was inexpensive ( $400 ) and i thought it would be a good , easy to $t$ first laptop .",22,1
product key,my only problem is i can not reg . the $t$ .,10,-1
specs,pay attention to the $t$ if you want these options .,4,0
bluetooth,it also does not have $t$ .,5,-1
one touch keys,sure it has the $t$ but that was the best feature of the computer .,4,1
battery life,great $t$ .,1,1
keyboard,the real stand out on this computer is the feel of the $t$ and it ' s speed .,12,1
speed,the real stand out on this computer is the feel of the keyboard and it ' s $t$ .,17,1
specs,"at first , the computer seemed a great deal--seemingly high-end $t$ for a low , low price .",10,1
price,"at first , the computer seemed a great deal--seemingly high-end specs for a low , low $t$ .",16,1
delivery,$t$ was early too .,0,1
stability,love the $t$ of the mac software and operating system .,2,1
mac software,love the stability of the $t$ and operating system .,5,1
operating system,love the stability of the mac software and $t$ .,8,1
sata controller,and that probably explains why i ' ve already had my $t$ go bad within a year of buying it .,11,-1
video editing,it ' s also very capable of doing moderate $t$ ( although you may need the performance boost of the larger macbook pros for heavy duty mobile video editing ) .,9,1
performance,it ' s also very capable of doing moderate video editing ( although you may need the $t$ boost of the larger macbook pros for heavy duty mobile video editing ) .,17,-1
mobile video editing,it ' s also very capable of doing moderate video editing ( although you may need the performance boost of the larger macbook pros for heavy duty $t$ ) .,27,0
imovie program,my main reason to convert was the $t$ .,7,1
processor,it has a faster $t$ and more ram .,4,1
ram,it has a faster processor and more $t$ .,7,1
battery,"laptops are usually used on the go , so why not give you a better $t$ ?",15,-1
designed,i wasn ' t a big fan of the netbooks but this one was very well $t$ .,16,1
warranty,and the $t$ on this macbook pro can last up to 5 years or 1000 battery recharge cycles .,2,1
bluetooth mouse,i still have that stupid $t$ to !,5,-1
features,"would like more trendy , high tech $t$ .",7,-1
keyboard,$t$ is great but primary and secondary control buttons could be more durable .,0,1
control buttons,keyboard is great but primary and secondary $t$ could be more durable .,7,-1
motherboard,"i got it back again and was told the $t$ had been replaced , so i was now on the second motherboard within 3 months .",9,-1
motherboard,"i got it back again and was told the motherboard had been replaced , so i was now on the second $t$ within 3 months .",21,-1
processor,$t$ - when compared to my 3 week old early 2011 edition there i barely experience any difference in performance ( 2 . 3 ghz v/s 2 . 4 ghz ) .,0,0
performance,processor - when compared to my 3 week old early 2011 edition there i barely experience any difference in $t$ ( 2 . 3 ghz v/s 2 . 4 ghz ) .,19,0
motherboard,"they say it could be the $t$ again , but dell",6,-1
patches,2nd best computer in the world only one way this computer might become the best is that it needs to upgreade $t$ to make less easier for people to hack into,21,-1
speed,"love the $t$ , especially !",2,1
system memory,it could be a perfect laptop if it would have faster $t$ and its radeon 5850 would have ddr5 instead of ddr3 .,11,-1
radeon 5850,it could be a perfect laptop if it would have faster system memory and its $t$ would have ddr5 instead of ddr3 .,15,-1
ddr5,it could be a perfect laptop if it would have faster system memory and its radeon 5850 would have $t$ instead of ddr3 .,19,1
ddr3,it could be a perfect laptop if it would have faster system memory and its radeon 5850 would have ddr5 instead of $t$ .,22,-1
programs,"not only are the versions of these $t$ able to be saved , worked on and opened on both a pc and mac , the versions of these programs on a mac are graphically and functionally superior .",7,1
programs,"not only are the versions of these programs able to be saved , worked on and opened on both a pc and mac , the versions of these $t$ on a mac are graphically and functionally superior .",28,1
speed,"the $t$ gives you the power to work on these projects seamlessly , and multiple at a time if you sowish .",1,1
size,awesome laptop and the perfect $t$ to carry around in college .,5,1
os ( vista,"a month later , we reinstall the $t$ ) .",7,-1
software,"some problems can be fixed if you purchase new $t$ , but there is no guarentee .",9,-1
battery life,my real problem with it ? the statement of 7 hour $t$ is not just mere exaggeration -- it ' s a lie .,11,-1
battery life,the $t$ is also relatively good .,1,1
extended warranty,"i definitely suggest getting an $t$ , you will probably need it !",5,1
use,"i have found it very easy to $t$ , very imformative , wonder alerts and tutorials making it very easy for someone like me who is not exactly technologically advanced to learn to use the various features and programs .",7,1
