target,text,indices,label
windows 7,"finally , $t$ has been kicked into shape . next challenge , the pod . oh , how interesting my life is at the moment ...",2,1
lindsay lohan,$t$ twitters about her love life,0,0
hillary clinton,"Libya : Gaddafi son of dictator may be dead and thinks in exile , says $t$ .",15,0
lakers,"RT givaispaid 211yeaDAnameROB fuck them $t$ ... hahahaha - dam giva like that ! I thought it was fakers , you sounding like ANT-TOE-KNEE-O",5,-1
miley cyrus,It Cracks me up when people don like $t$ . . cause while theyre busy talking shit about her im thinking '' wow your pod fucking sucks '',8,1
ipad,amira_adored marketplace application for $t$ would be awesome !,4,0
britney spears,ouvi : $t$ -- break the ice : + spears,2,0
anderson cooper,"I ca n't believe I 'm writing this , $t$ just mocked Chinese govt ban on television time travel with ref to his Dungeon & Dragons childhood",9,-1
google,that little $t$ search bar is so great for reminding me what I last searched : dog portraits notworkrelated,2,1
britney spears,$t$ ' face looks funny in her candie 's ad . ha,0,0
britney spears,took the '' oh que você sabe sobre $t$ ? '' quiz & got : super fã ! what about you ? ➜,8,0
jimmy fallon,great mario batali event to raise money for nyc foodbank . hats off ! $t$ and jon stewart missed this pi .,14,-1
britney spears,out with kennanderson55 for $t$ night ? sounds good to me : -RRB-,4,1
kindle,quite stupid that dslrs do n't have a square format option . and why ca n't you change fonts on the $t$ ? notrocketscience,21,0
britney spears,new on best celebrity scoop : $t$ shoots steamy video for controversial new song 3,6,0
madonna,"Whenever I read about $t$ and Jesus Luz , I like to pretend that she 's actually dating Jesus Christ like some sort of Family Guy story : D",4,-1
oprah,"Tourism up , and it 's all thanks to $t$",9,1
sarah palin,I wish she WOULD !!! Why is n't $t$ on Twitter ? She could block people who criticize her . Seems perfect .,8,0
lindsay lohan,$t$ heads for court to face the wrath of the judge,0,0
sarah palin,If $t$ wants to ruin America I say let her ... we let Obama,1,-1
ipod,its times like these that i 'm grateful i have an $t$ and a cellphone .,11,1
charlie sheen,Video : Warlock $t$ Locks Lips With Jimmy Kimmel .,3,0
iphone,losemynumber if you think the blackberry storm is better than $t$ ...,10,0
justin bieber,100factsaboutme 36 . I hate $t$ .,5,-1
harry potter,Dgicelle it is an awesome movie even for people that are n't really $t$ fans . I ca n't see why he would n't want to go .,13,1
madonna,Everybody wants to be Lady gag ... I want to be '' borderline '' $t$ fresh ... damn she was fly,14,0
ipod,i 'm 98 % sure that my $t$ touch is broken completely . but there is always that other 2 % .,7,0
nick cannon,"$t$ Regrets His Naked Decor : At one point , nick cannon thought ... : At one point , nick cannon thought it ... .",0,-1
windows 7,$t$ market share climbing fast : this is pretty impressive -- windows 7 has n't been out for even 2 weeks yet and alr,0,1
harry potter,"watching $t$ and the sorcerer 's stone . ahh i love halloween and thanksgiving and christmas , all the winter -LRB- and fall -RRB- holidays . -LRB- :",1,0
harry potter,I hope nobody inside can see that I 'm writing my developmental psych paper on $t$ . I feel like the world 's biggest tool .,15,0
harry potter,RT lilDickTracy : Fuck $t$ ... . Fuck myers park ... . WeTheBoyz,4,-1
kindle,", the amazon $t$ is a great device . since you requeste one , here is a helpful link to amazon :",3,1
google,Just tried $t$ Goggles on my phone . It 's amazing technology ! We are now officially living in the future . .,2,0
barack obama,congratulations to that nigga $t$ for his accomplishment,4,0
charlie sheen,Oh and Chris NEVER tweeted '' $t$ gets away with everything they need to cut me some slack '' ... Get your story straight . THANK YOU !,6,-1
harry potter,$t$ was great :D happyfathersdaypictures,0,1
steve jobs,乔布斯搞主题公园啦 ! -- $t$ to help Disney turn stores into mini theme parks |,3,0
britney spears,ouvindooo $t$ -LRB- you drive me -RRB- crazy -LRB- the stop ! remix -RRB- ♫,1,0
kim kardashian,"'' I want to try Botox , but I read that $t$ had a bad reaction to it . Is that common ? '' Our expert 's answer : .",11,-1
barack obama,"$t$ , recipient of the first affirmative action Nobel Peace Prize . glennbeck teaparty iamthemob tcot",0,1
ipod,"justin , i really like your new song '' love me '' i already have it on my $t$ !",18,0
jimmy fallon,"Chuck D , Clyde Stubblefield , Eclectic Method , and the Roots perform '' Fight the Power '' on $t$ : amazing p ... .",19,0
google,fuck $t$ . ask me !,1,-1
britney spears,happy children 's day 4 everybody !!! i recommend '' 3 '' by $t$ to to hear during the holiday ! good listening .,13,1
maradona,$t$ down but not out as ' miracle maker ' saves day : The prospect of Argentina missing next summer 's World see . .,0,0
madonna,"$t$ tetep energetic yeah , see on Celebration music video .",0,0
britney spears,i wish $t$ sucking a . . would stop trying to follow me . i do n't want that foolishness on my page n i blocked like 20 of them already,2,-1
harry potter,MrGrabeel if you like $t$ you should see harry potter 7 part its awesome movie ever you 'll be confused if not reading books,4,1
ipad,I 'd love to check $t$ out for once !,5,0
madonna,lmao at $t$ and lady gag fight on SNL : -RRB- don take it seriously because it is all planned ... ha ...,2,0
selena gomez,The awkward moment when you see justin kissing fucking $t$ .,9,-1
nick jonas,$t$ is just gorgeous in general . He may not have the fittest body or the most perfect face but he 's flawless to me and many others .,0,1
lindsay lohan,"has $t$ hit rock bottom ? star magazine seems to think so ! in its latest issue , the american tabloid see . .",1,0
nick cannon,"E ! News BREAKING : Mariah Carey and $t$ welcome twins , a boy and a girl , in Los angles Saturday morning",8,0
joe biden,Ya 'll not gon na act like $t$ do n't have charisma for days !!!!,7,-1
britney spears,i love justinbieber ' s new song & $t$ new song 3 !,8,1
ipod,"i wan na make love to zoe saldana , broad daylight , lights on , candles , 2 flashlights , my $t$ on sade playlist , television on mute , shades drawn back .",21,0
steve jobs,A little inspiration from $t$,4,0
britney spears,bad $t$ song stuck in my brain : /,1,-1
google,$t$ are yall hiring ? Ya 'll are really doing new things ! I love it . If you need a lawyer ... imjustsayin,0,1
barack obama,does the world have a peace prize in it 's pocket or is it just happy to see $t$ ? - stephencolbert,18,0
google,too big to ignore RT pandutruhandito Indonesian consumer insight by $t$ . / via welovekpi cc mutyaarum,10,0
micheal jackson,ii can make yo bed rock ! she got that good good ! she $t$ bad ! hate 2 c ha go ! but love 2 watch ha leave ...,14,-1
britney spears,i love $t$ . i want to be just like her when i grow up 90stweets,2,1
obama,Top News - $t$ 's day : Return from Latin America - USA Today .,3,0
britney spears,i don wan na dream about all the things that never were ... out from under - $t$,17,0
obama,TheLightNC Update : Calls Begin For Revocation Of Pres . $t$ 's Nobel Peace Prize .,10,-1
john legend,Yall got ta hear Chris Rock at the end of '' Blame Game '' by Kanye West & $t$ . Tooooo Funny ... lol,18,1
lady gaga,RT HausOfAdele : I hate when people ask why i 'm a fan of $t$,14,0
hilary swank,"hollyweird ... $t$ playing opposite richard gere , in a romantic way .",2,0
kim kardashian,"amber rose looks better than $t$ over all & AR is ALL 1OO % REAL , kdash is fake with . that body & face /",5,-1
britney spears,wow $t$ loves ciara never ever,1,1
sarah palin,$t$ ' s popularity bothers social liberals,0,0
britney spears,i don know but i had a full $t$ wearing the pink wig panic attack dude .,8,0
ellen degeneres,okay lah I admit lah I want meet justin bieber just to he look like $t$ not . Heheh who knows he handsome in person eh eh .,15,-1
britney spears,man i love that new $t$ song ! loves it !!!!!!,5,1
wii,judge confiscates 12-year-old troublemaker 's nintendo $t$ - a judge has ordered a 12-year-old troublemaker to surren ...,6,0
lindsay lohan,$t$ photos & pictures | is life unfair for lindsay ?,0,0
serena williams,UnderNoCircumstances should a man hit a woman ... well unless she hits him first and she is built like $t$,19,-1
wii,oooh - lucky you - i really must get my $t$ fit up and running again - have n't used it for weeks ...,10,1
hillary clinton,Secretary of State $t$ says the international community will not accept a continuation of North Korea 's nuclear program .,3,0
harry potter,just finish listening to $t$ all 7 books . Very Very disappointing ending . The author must have bi-polar disorder,4,0
lady gaga,Madonna is the bomb $t$ is trying to hard these days to mimic her art,4,-1
britney spears,listening '' slave '' -LRB- the circus starring : $t$ -RRB- love it .,9,1
steve jobs,Historical video of $t$ announcing the Apple / Microsoft partnership agreement back in 1997,3,0
iphone,why wo n't my $t$ synch with my pc so frustrating,4,0
george bush,actually i think the whole world knew how bad $t$ was ... in fact he became a laughing stock ...,9,-1
steve jobs,Present like $t$,2,1
harry potter,"Facebook fans help $t$ star secure film deal . Ah , the power of social media .",3,0
windows 7,ms security architect : $t$ will slash malware . read the latest news on windows 7 at,4,0
iphone,"is anyone else 's $t$ having 3g issues ? mine has been down all day , even after restart .",4,-1
joe biden,VP $t$ unveils the college completion toolkit to help state governors improve college graduation rates .,1,1
lindsay lohan,jon gosselin and $t$ should hook up . that would be an awesome reality show .,3,0
windows 7,tetep mac os snow leopard the best daripada $t$ ! ! ! wakakakakaa,8,0
britney spears,aye man $t$ is the shit !!! don play with me . . i break out all the high school posters !!! lolz,2,-1
al gore,"Famous Arians : Celine Dion , Mariah Carey , Dian Ross , Elton John , David Letterman , Russel Crowe , $t$ , Reese Witherspoon , Eddie Murphy .",21,1
iphone,some $t$ games should come with warning that if you play ' them on a bus you may miss your stop and end up 30mins from where you need to be,1,0
barack obama,Did $t$ really deserve the Nobel Prize ??? please do give me your suggestions and the reasons too . There r many others too,1,0
britney spears,sad is the person who has nothing better to do with their time or life than create sleezy rubbish like $t$ bots . get a life .,20,-1
madonna,could n't agree more ! $t$ is the Queen !,5,1
britney spears,"$t$ in the ellen degenrs show , please !",0,0
tiger woods,Tiger clinches Presidents Cup for U.S. : $t$ closes out Y.E. Yang for his fifth victory and see . .,7,0
britney spears,"billboard hot 100 : -- 1 $t$ 3 !! suck it , haters !",6,-1
wii,what 's most important is to let me know when you get a $t$ guitar hero guitar so you can join our band !,13,1
iphone,would like to listen to chrisdjmoyles on the train except for sone reason the $t$ wo n't let you : -LRB-,14,0
steve jobs,Watching and learning from this GuyKawasaki How to present like $t$,10,0
jimmy carter,"on this day in 2002 , former president $t$ won the nobel peace prize . / / suck it , whiners . you . r . on . wrong side .",8,-1
katy perry,$t$ is the most attractive woman on the planet . i 'd marry her in an instant,0,1
psp,ff playstationteam for excellent spot on up to date ps3 / $t$ news & the occasional code voucher .,11,0
kim kardashian,"' everybody wants happiness , nobody wants pain , but you ca n't have a rainbow without a little rain ' - $t$ .",22,0
sarah palin,"$t$ was once elected Governor of Alaska ! Which is like winning the Nobel Prize in Mattering , right ?",0,-1
kim kardashian,"IcantUnderstand how $t$ song made it 2 radio , you telling me she heard it and thot '' hmmmmm I got a hit ''",2,1
bill gates,just saw someone tweet ... '' $t$ with that outrageous fortune '' ... some people have no clue .,6,0
madonna,"$t$ asking gag , what the hell is a disco stick ? LOL made me laugh !",0,0
lindsay lohan,"friday sucked for $t$ . thinking she will barricade herself in room , drink her ugly face off .",3,-1
google wave,"i 'm so amazed by $t$ , i want it and i want it now . its so seriously where communication should be today",5,1
madonna,"My love 's a revolver , my sex is a killer ! $t$ love you ! ahahaha",12,0
lindsay lohan,celebrity videonews $t$ ' s friends fear she 's hit rock bottom : lindsay lohan ' s . .,2,0
mc hammer,while browsing through all the famous people i saw $t$ ... how embarrassing ... at least he does n't get called a boy like that poor bieber girl,9,-1
kindle,"creative multimedia $t$ rival and motorola droid smartphone ... : -- the nook may go global , if you extrapolate . .",2,1
jimmy carter,prior brilliant nobel peace prize picks : woodrow wilson -LRB- virulent racist -RRB- ; $t$ -LRB- abject failure -RRB- ; kim dae-jung -LRB- corrupt buffoon -RRB-,14,0
sarah palin,My lib '' friend '' gets massive headaches whenever I mention to her the name '' $t$ '' ...,16,0
sarah palin,"$t$ needed to go rogue and for her sake and ours , I believe it is a very good thing . What do you think ?",0,-1
