target,text,indices,label,tweetID,type
tory,Time for a living wage for all NOW ! Not # $t$ # labour jam tomorrow fobs . # VoteGreen2015 # bbcdp # bbcqt # GreenSurge Gov 4 ppl not big business,11,-1,575866014396772352,party keyword
migrants,# GE2015 On immigration - give me any number of $t$ over all supporters of xenophobic # UKIP & self - serving # Tories any day,10,1,573247726068105216,topic keyword
tax avoidance,""" Everybody "" does $t$ ? When so many use PAYE all their working lives and never even talk to HMRC ? # wato # bbcdp",4,-1,565859963034419201,topic keyword
scottish lab,"The Tories are playing out a Masterplan . Ruin Libs with tuition fees , then destroy $t$ with indyref . Clever or just lucky ? # GE15",16,1,580091204324311040,ne
tory,"If such severe $t$ police cuts take place , we ' ll inevitably see rise of private police for the rich and more gated communities # GE2015",3,-1,574913772764151808,party keyword
osborne,"OBR had revised down inflation forecast to . 2 per cent and down for the following three years , says $t$ # GE2015",20,1,578175684100689920,topic keyword
@George_Osborne,"The Ignobel Prize for Economics is awarded unanimously to George ""# Deflation "" Osborne - http :// t . co / weYPsXfs2h $t$ # GE2015",22,-1,566002709183332353,ne
fracking,"@ GreenpeaceUK @ fractivist Don ' t forget how close to # GE2015 we are . After May , these decisions will be overturned :( Filthy # $t$",27,-1,577706579178455040,topic keyword
taxes,Lower $t$ and a smaller state means less waste and more money to go around to spend on the people who need it # bbcqt,1,-1,578692963905200130,topic keyword
zero hour contacts,"More austerity , $t$ and food banks ; Cameron ' s interview in a nutshell . # BattleForNumber10",3,-1,581211009915944960,add
tax avoidance,If we are serious about reducing $t$ we need to improve tax legislation not only in the UK but across the world . No chance . # bbcqt,6,-1,566009429540487169,topic keyword
osborne,Cameron is so bad with the economic stuff you could almost mistake him for $t$ # BattleForNumber10,14,-1,581201364560322560,topic keyword
living wage,How is work a root out of poverty when people aren ' t paid a $t$ and many are on zero hour contracts ? # bbcqt,15,-1,581230651745128448,topic keyword
police,Saying # $t$ budgets can be cut as crime fallen is like saying you don ' t have to wear seat belts as car crash deaths fallen . # GE2015,2,-1,574141197037535233,topic keyword
taxes,"“ @ DanielAdshead25 : When did higher $t$ become so immoral # bbcqt” exactly ! It ' s demonising the poor , social care and NHS",7,1,578691999546650624,topic keyword
ukraine,British troops to ' train soldiers ' # $t$ http :// t . co / oR2OQ0ugA4 # JackMatlock # Reagan http :// t . co / YawgRlMbsz http :// t . co / ps935fDPzr # bbcsp,8,0,572003347382870016,ne
@RogueCoder250,@ Phoenix45Blog @ WingsScotland $t$ Jim ' s been caught trying to terrify pensioners : saying SNP would scrap UK pension after # GE15,4,0,581807841608122368,ne
environment,"Packed room for # agmanifesto now which party has the most ambitious , coherent & cost effective climate & $t$ policy for # ge2015",19,1,570339510141083649,topic keyword
@The_Real_JSP,$t$ I think you will find lots of employers employ people who will work for the minimum wage so profits are maximised . # bbcqt,0,-1,581237175141961728,ne
paxman,# GE2015 $t$ going in strong with food banks and zero hours contract .,2,1,581199939172208642,ne
gp,A & E Departments are under strain because of CUTS . My own has had to hire emergency $t$ ' s due to doctors being cut # bbcqt,18,0,573627309992886272,topic keyword
george osborne,Ben Jennings on $t$ ' s budget – cartoon http :// t . co / p8UQVgnTNU @ GdnPolitics @ BJennings90 # Budget2015 # austerity # NHS # GE2015,3,-1,578597146271879168,ne
freeschools,Anyone think the # SNP & # Labour know best what is good for the people of the UK # Education # Economy # bbcdp # pmqs # NoChoice # $t$,30,0,565477134748372992,ne
dj,"@ Jenikay _ 1 @ ahddrv No doubt , Jenny . Guarantee that Tory would sell tickets for the event and $t$ would be on minimum wage ! Roll on # GE2015",21,0,575320954252951552,ne
lake district,The idea of building on greenbelt land is - or should be anathema . And there are chunks of the $t$ up for sale as it is # bbcqt,20,1,578699032836640769,ne
tories,If teachers are as hostile to the $t$ as they were 16 months ago that could have a huge impact on May 7th http :// t . co / Joez9WTzUR # GE2015,7,-1,582487393019797504,party keyword
schools,How nice of UKIP to reserve a couple of places for working class oinks at state funded grammar $t$ that they send their kids to . # BBCDP,18,-1,575270899525500928,topic keyword
eu,# GE2015 will be affected by $t$ crisis . This time next week media should be digesting 1st round gains of Marine Le Pen & # FN inFrance # Brexit,6,-1,577464581964099584,topic keyword
uni,Labour ' s £6k $t$ fees means they ' re going into # GE2015 pledging to double fees from the level they were at with Ed Balls as Education SoS .,4,-1,571594044045803521,topic keyword
inflation,"Where DOES the BBC get all these whingers from in the audience ? Employment up , $t$ down , interest rates low , job creation > EU # BBCQT",16,1,568545167139082240,topic keyword
@kdugdalemsp,$t$ wants increased out of hours GP access without funding more GPs ? # BBCQT,0,-1,573629208250970112,ne
north,"# Budget2015 /# bbcdp . Ed Miliband , like George Osborne , mentions "" the $t$ "" specifically . Crucial # GE2015 battleground .",15,0,578189414356140032,ne
lefties,"# bbcaq # bbcqt # bbcsp The # $t$ say ' # publicsector will be cut back to 1930s spending , before the # NHS ' I say , BRING IT ON ! # GE2015",8,-1,574627165855170560,add
osborne,"LOL Cocky @ David _ Cameron has ruled out a third term as PM saying May or $t$ should take over , You won ' t be getting a 2nd term ! # GE2015",17,0,580075954967592960,topic keyword
doctors,"We need more $t$ / nurses everywhere but more are needed in London than Glasgow , that ' s just logic # bbcqt",3,-1,573630022788988928,topic keyword
uk,"# bbcqt Chris Bryant MP closed down the argument of $t$ give up Nuclear weapons . Ukraine did , Russia promise give up Nuclear let ' s be friends ?",10,0,566019078994006016,ne
migrants,"# BBCDP # UKIP MEP says their proposed immigration system would have meant 30 , 000 net $t$ in last year",17,0,573087593392414720,topic keyword
labour,"$t$ always has to spend after a Tory gov ' t in order to repair schools , hospitals , roads etc left to rot by the Tories # BattleForNumber10",0,1,581217866789294083,party keyword
@daily_politics,"$t$ whatever Govt will have to foot the bill , not 75% of Graduates or Universities ! # bbcsp # tuitionfees http :// t . co / l6HBOJr1A9",0,0,572063585330995200,ne
george osborne,"If Sajid Javid or $t$ became unemployed , would they do workfare , zero hours or minimum wage ? No , they fucking wouldn ' t . # bbcqt",4,-1,578694963652902912,ne
elderly,@ itvnews @ BBCBreaking @ SkyNews @ Channel4News @ Nigel _ Farage & # UKIP will look after the $t$ & # NHS post # GE2015 http :// t . co / nDUOvUgQlC,19,1,580388363334758402,topic keyword
@MarkReckless,@ Andrew __ Kennedy $t$ So why do you TORIES hate the police ?? No serving officer should vote TORY # GE2015 . They are the enemy within,4,0,575111611859484672,ne
high rent,The boat has been missed . You work hard now to cover $t$ . No chance with deposit . Guy lucky of his age when prices not silly # bbcqt,12,0,578700996068659200,topic keyword
gdp,"Meow # atwork In UK Polls says 9% of voters think $t$ is a food additive - The world is doomed , doooomed # GeneralElection # Politics ^-^",11,-1,576234323294232576,topic keyword
robbing,IFS have proven what we all thought the Tories are indeed $t$ from the poor to feed tax cuts for the wealthy # bbcdp,11,-1,578894694266060800,topic keyword
gas,If a company is forced to lower $t$ prices but decided to increase admin charges to compensate wud this be illegal under @ UKLabour ? # GE2015,7,0,576482483971203072,topic keyword
policing,"$t$ , cuts to gtr Manchester police , 1 in 8 officers cut so far , crime up 8% # CheerioCameon # BattleForNumber10",0,-1,581207015009193984,topic keyword
wage,"The FTSE100 is a a record HIGH , inflation is at a record LOW . $t$ increases UP , Unemployment DOWN ! Good job I ' m not a cynic ! # GE2015",15,1,580306587794931712,add
longtermeconomicplan,We are not the fastest growing economy in Europe . Both Spain and Germany grew faster in the last qtr . # $t$ # GE2015,22,-1,567852036517191680,topic keyword
labour,"Lucy Powell MP on # bbcsp confirms that # $t$ will ban zero hours contracts . Sounds good , but won ' t that put a lot of people out of a job ?",9,1,582210468154052609,party keyword
paxo,"# Ed4PM cos The Chicken is stewing in case $t$ asks about him abt Ducking The Ed Debate Then slithers away from VAT quesn
 # BattleForNumber10",9,0,581202009866547200,ne
ukip,"Ch4 $t$ docudrama shows "" The state of panic induced by Airbus pulling out of the UK "" after the UK exits EU http :// t . co / qZjZNKcJuU # GE2015",1,0,567739501079187456,party keyword
budget2015,"Osborne : "" Share of proportion of income tax contributions by richest 1% to rise from 25% in 2010 to 27% this year ."" # $t$ # GE2015",25,0,578179469426425856,topic keyword
q minister,Cameron hitting all the wrong notes on $t$ for Elderly ; it ' s about cuts to social care provis and rising costs . # BattleForNumber10,7,0,581206204417966080,ne
austerity,# bbcqt What a load of crap . All this lot & those on s / dpolitics Sky etc . All in upper quartile . Not one affected by $t$ purely academic,29,-1,568544374797312000,topic keyword
tories,"# BattleForNumber10 I ' m no fan of labour but the $t$ slating them over the economy is crazy , they ' ve borrowed more than any labour gov !",11,-1,581201348269576192,party keyword
tory,"If man ( the banks , $t$ led & created ) robs your house do you blame him or police ( Brown ) that failed to stop him ? # GE2015 # BattleForNumber10",6,-1,581465552486535168,party keyword
@Channel4News,"$t$ What lame bloody questions !! Rich kept rich , Historical MP abuse , further education cuts , etc # BattleForNumber10",0,-1,581208660212367361,ne
austerity,"Before the labourites get too excited about Ed , he is a Zionist and leader of a party that is signed up to $t$ too . # BattleForNumber10",23,-1,581203608915582976,topic keyword
elderly,@ soujourn Under Burnham $t$ patients were drinking from flower vases because they weren ' t given drinks # bbcdp,4,0,581429673952985088,topic keyword
hmrc,# bbcqt the difference between evasion and avoidance is the thickness of a prison wall ; except with $t$ it isn ' t since no one goes to prison,18,-1,566006883254018048,topic keyword
osborne,# bbcdp The end of the Union is around the corner . $t$ and Cameron jibes have all but finished what was left . HM Quuen will be growling,12,-1,578193853964017664,topic keyword
obr,"DC pretending he ' s only got small cuts to come - $t$ tells truth he ' s planning cuts "" much more severe” than “last 5yrs # BattleForNumber10",12,1,581202294663958528,topic keyword
nhs,"A tiny bit more money for the $t$ , except we ' ll take a big chunk from it to cover * some * of the cuts to social care . # BattleForNumber10",7,0,581209408287444992,topic keyword
uk,"Sadly the attitude of US , $t$ , NATO , EU to situation in Ukraine is all about land and borders not about people # bbcqt",6,-1,566014878167879680,ne
cameron,don ' t understand all this deficit and budgets and economy stuff from $t$ . Can we just print more money at the Royal Mint ? lol # ge2015,13,0,581202866393735168,ne
violence,Who ' d decide what is hate preaching ? Theres so much $t$ advocated in the Quran just reading it outloud would get you in trouble ! # bbcqt,12,-1,573626620252151808,topic keyword
labour,"If $t$ are against unemployed , does that mean will expel curran , alexander , et al after # ge2015 instead of hurrying them into the lords ?",1,-1,577917876528611328,party keyword
tories,".@ NickyMorgan01 # $t$ keep their promise to the ppl of austerity & misery for the many , prosperity for the few who are Tory cronies ! # bbcqt",3,-1,581235254456938496,party keyword
first time buyers,"200 , 000 new homes for $t$ in England if @ Conservatives win # GE2015 , says David Cameron http :// t . co / FPyqpvQ5pE",6,0,572277098401959937,topic keyword
environment,“How many speeches on the $t$ since he became PM ? Somewhere between 0 and 1” @ campbellclaret at # ecobuild2015 # GE2015,5,-1,573502688631070720,topic keyword
